파일명,주요 업무,자격요건,우대사항
job/DE/sources/jobkorea/txt/b30cda89-13d3-4e59-b2b3-896586c2d19a.txt,"담당업무
- LINE Pay 백엔드 시스템 개발 및 결제/송금 등의 API 구현
- 최신 Fintech 트렌드와 신기술에 대한 연구 및 적용
- 금융거래 이상탐지와 차단, 자금세탁방지 시스템 개발","자격요건
LINE Pay Server Engineer
LINE Pay는 대만, 일본, 태국 등 전 세계 사용자에게 결제, 송금 등 다양한 금융 서비스를 제공합니다.
LINE Pay Server Engineering 조직은 최적의 기술 스택과 글로벌 협업을 통해 안정적이고 확장 가능한 백엔드 시스템을 구축하고 있습니다.

우리는 고성능 서버 인프라를 통해 사용자에게 빠르고 신뢰할 수 있는 금융 서비스를 제공하며, 항상 최고의 품질과 사용자 경험을 추구합니다.
혁신적인 서비스를 함께 만들어 나갈 열정적인 서버 개발자를 기다립니다.","우대사항
-  MSA 기반 설계/개발 경험이 있으신 분
- Kotlin 기반 개발 경험이 있으신 분
- RESTful API에 대한 높은 이해도 및 디자인에 능숙하신 분
- Spring Cloud 기반의 Ecosystem 경험이 있으신 분
- NoSQL(Redis, HBase, MongoDB, Elastic Search) 데이터 구조 설계에 능숙하신 분
- 대용량 데이터 관련 프레임워크 사용 경험이 있으신 분
- 모바일 금융 서비스에 익숙하고 관련 최신 트렌드에 대한 관심이 있으신 분
- 모바일 환경을 고려하여 서비스를 개발한 경험이 있으신 분
- 외국어(영어, 일어)로 업무가 가능하신 분

전형절차
전형안내
서류 전형 > 코딩테스트 > 1차 면접 > 2차 면접 > 레퍼런스 체크 및 처우 협의 > 최종 합격 > 입사
 - 전형은 상황 및 일정에 따라 변경될 수 있습니다.
  기타 사항
근무제도
근무형태 (LINE Hybrid Work 2.0)
조직의 업무 성격과 프로젝트 주기 및 글로벌 협업 정도 등을 고려하여 조직이 자율적으로 근무 형태를 설정하며, 
주 N일 리모트 근무부터 100% 리모트 근무까지 가능합니다.
이에 따라 업무와 성과를 책임 있게 관리할 수 있는 곳이라면 국내 지역뿐만 아니라, 해외 지역에서의 리모트 근무도 가능합니다.
※ 상세한 내용은 <링크>를 참고하여 주시기 바랍니다."
job/DE/sources/jobkorea/txt/b30d92ec-38e0-484f-93e0-a6f0cfb4d86f.txt,,"자격요건
창고 관리자 - 용인 근무
( ○명 )

* 1년 인턴 근무
(정규직 전환 계획 없음)

Job Title: Internship_Warehouse Administrator
Business Area: AC
Division: Logistics
Reporting to: Team Leader_Warehouse
Location: Yongin
* 출퇴근 픽업 가능 지역: 처인구 (삼가동, 역북동, 김량장동, 보라동)


PURPOSE OF THIS JOB
● 창고 관리자는 조직 내 재고 관리를 감독.
- 재고 수령, 발행 및 발송과 내부 고객과 외부 고객 간의 커뮤니케이션 활동
- 창고 관리자는 모든 재고의 데이터 입력 및 재고 관리를 담당
- 영수증을 처리하고 기록을 작성하며 모든 주문의 세부 사항을 문서화하는 활동

DUTIES&RESPONSIBILITY
● 모든 인바운드 선적 접수, 점검 및 필요 시 팀장 보고
● 창고에 입고된 모든 제품에 대한 포장 목록 및 송장 처리
● 수신 문제 및 불일치 사항을 팀 및 내부/외부 고객에게 전달
● 인바운드/아웃바운드 일정 및 조율을 통해 모든 주문이 적시에 정확하고 송달
● 팀원 간 또는 (내부) 고객 또는 사업부와의 커뮤니케이션 및 문제 해결
● 안전 규정 시행
● 일일 피킹, 포장 및 배송 요구 사항 관리 및 구성
● 모든 인바운드/아웃바운드 및 반품 제품의 하역/검사/적재 중 정확성 및 조직 모니터링
● 정확성을 위해 피킹 및 확인 프로세스를 감독하고 고객 주문이 이행되도록 확인
● 효율적인 창고 운영이 달성되고 표준이 충족되는지 확인
● 프로세스 개선 권장/제안

전형절차
ㆍ서류전형 > 1차면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.
ㆍ추천서 제출 시 우대합니다.

유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다.
ㆍ면접 대상자에 한해서 개별 연락 드리는 점 미리 참고 해주시기 바랍니다.
ㆍ채용 전형 과정에 필요한 최소한의 개인정보만 제출해주시기 바랍니다.

아트라스콥코 더 알아보기
ㆍ아트라스콥코 코리아 블로그 보러가기
ㆍ아트라스콥코 코리아 유튜브 보러가기

What can you expect from us? Great Place to Work!
1.
Culture &",
job/DE/sources/jobkorea/txt/b37b0be6-6103-42e7-9790-1d1db3cc2c27.txt,"담당업무
ㆍ영업 담당자와 협업을 통해 클라우드 및 AI 사업의 성공적인 계약을 위한 오퍼링 방안 수립
ㆍ고객사에서 요구하는 CSP (Cloud Service Provider, AWS, Azure, Naver등) 환경 또는 인프라 환경을 기반으로 클라우드 구축      을 위한 고객 요구사항 도출
ㆍ고객의 요구사항에 따른 서비스 사용량 산정 및 To-Be 아키텍처 제안
ㆍ고객의 클라우드 계획부터 운영까지 전 주기에 걸친 비즈니스 요건에 맞는 서비스 제안서 및 고객용 기술 전달 자료 작성
ㆍ내부 운영 엔지니어/개발 조직과의 커뮤니케이션, 기술적 지원 대응
ㆍ신규 출시되는 AWS, Azure, OCI등의 클라우드 기능 및 서비스에 대한 기술적 Follow-Up","자격요건
Presales 컨설팅","우대사항
ㆍ클라우드 및 ICT 관련 자격증 보유하신 분 
ㆍ클라우드, DB, 소프트웨어등 각 분야의 Engineer 또는 Presales Engineer 경험 보유하신 분"
job/DE/sources/jobkorea/txt/b3acf76f-f860-47fe-834c-7af564c259ee.txt,"담당업무
ㆍ출근을 하지 않습니다. (재택근무, 주거지위주 지역편성)
ㆍ일주일 중 1~2일만 정산을 위해 출근(정산 소요시간 1분)
ㆍ데이터복구 요청시 방문하여 복구진행 (하드디스크 데이터복구 / SSD 데이터복구/
    메모리 데이터복구 / 휴대폰 데이터복구 / 서버,나스 데이터복구)
ㆍ월 예상수익 450만원 이상 (전 팀원의 80% 평균 500만원 이상 수령 중)
ㆍ업계 최고의 인트라넷 시스템을 통한 편리하고 자율적인 근무환경
ㆍ온라인 최저가 자재비 지원
ㆍ장비/부품/기술을 요구하는 고난이도의 수리 건은 센터에 입고하여 실시간 지원
ㆍ건당 순수익 비율 분배 지급
ㆍ수리 초보자도 쉽게 적응할 수 있도록 기존 실무진이 맞춤형 교육 진행","자격요건
데이터복구분야
( ○○명 )","우대사항
ㆍ차량소지자 / 운전가능자
ㆍ즉시출근 가능자 / 장기근무 가능자"
job/DE/sources/jobkorea/txt/b3ba0732-d50d-40f7-9170-d016ac73a03d.txt,"담당업무
ㆍDatabase 및 Data 파이프라인 서비스 엔지니어링
  - kt cloud DB 상품 기술 검증 및 설계
  - kt cloud DB 상품 연관 대고객/사업 기술 지원
  - DB설치/구성/환경설정/성능 분석 및 튜닝/장애 대응","자격요건
Data Engineer
(DBA)",우대
job/DE/sources/jobkorea/txt/b3e44d85-c7d2-41c2-9a22-aae31a86a414.txt,"주요 업무]
- 웹사이트 및 웹 애플리케이션 개발
- 서버 및 데이터베이스 설계 및 관리 (PHP, MySQL)
- 프론트엔드 및 백엔드 개발 (Javascript, Node.js)
- 데이터베이스 관리 및 운영 (Mysql, MongoDB)
- 다양한 팀과의 협업을 통한 프로젝트 진행
[","자격요건
웹개발 
( 0명 )
저희 [지니픽스]는 창의적인 웹 디자인과 최첨단 웹 및 앱 개발 솔루션을 제공하는 디벨롭 컴퍼니입니다. 
함께 성장하며 혁신적인 프로젝트를 이끌어갈 열정적인 웹 개발자를 찾고 있습니다.

[채용 부문]
- PHP 개발자 (정규직 / 계약직 가능)
[","우대사항]
- 웹 개발사 근무 경력
- 다양한 API 연동 경험
[근무 조건]
- 근무 형태: 정규직(수습 3개월), 계약직 협의 가능
- 근무 시간: 주 5일 (월-금), 9:00 ~ 18:00
- 근무 위치: 경북 포항시 북구 양덕남로 137
- 급여: 면접 후 협의 (경력 및 능력에 따라 상이)
- 복리후생: 4대 보험, 연차, 자기 계발비 지원 , 주차가능
[지원 방법]
- 제출 서류: 이력서, 포트폴리오
- 지원 마감: 수시
- 제출 방법: 이메일
[전형 절차]
1. 서류 전형
2. 면접
3. 최종 합격

지니픽스와 함께 새로운 도전을 시작할 열정적인 개발 엔지니어 분들의 많은 지원 바랍니다!"
job/DE/sources/jobkorea/txt/b41c1ba0-5a19-40ed-a4d8-c24ffa84f8ff.txt,"담당업무
ㆍ카카오페이 각 조직의 요구사항 파악 및 통계 데이터를 제공 하여 의사결정을 지원해요.
ㆍ카카오페이 서비스의 DW(Data Warehouse) 구축과 BI를 위한 DATA MART 모델링 및
    개발을 해요.
ㆍ의사결정에 필요한 데이터를 지표화하고 시각화하는 시스템을 개발하고 운영해요.
ㆍ데이터 정합성 및 무결성 보장을 위한 커뮤니케이션 및 데이터 정제 작업을 해요.
ㆍETL 프로세스 설계 및 자동화 툴을 개발해요.
ㆍBI 시스템 운영 및 개발을 해요.
ㆍ다양한 목적으로 활용 될 수 있는 데이터 설계와 개발을 해요.","자격요건
데이터 엔지니어","우대사항
ㆍJava, Python, Scala 중 1개 이상 언어를 이용하여 개발 경험이 있으신분이면 좋아요. 
ㆍ금융권 정보계 구축 및 운영 업무 경험이 있으시면 좋아요."
job/DE/sources/jobkorea/txt/b4271aad-9a95-461c-94a4-9c17c5f42aa2.txt,"[담당업무]
1. 데이터베이스(DB) 관련 
- 한국 DB에 코딩된 정보를 확인하고 해당 컨텐츠의 스펙 및 업무지침서에 맞게 데이터를 입력 또는 수정
- 네트워크 DB 구축 및 데이터관리
- 안전운행정보 DB구축 및 데이터관리
- 뉴스모니터링, 정부제공 정보, 회사 내부에서 취득한 정보 등을 통해 지도 컨텐츠의 변화정보 데이터를 수집

2. 입력 또는 수정한 데이터 관련 
- 품질에 문제없도록 업무지침서에 맞게 자체 검사 수행
- 품질검수 결과에 따라 필요 시 재작업 수행
- 데이터의 수량 및 시간 등을 주어진 형식과 요청된 시간에 맞게 보고
 [","자격요건










Map 데이터
분석  및 업데이트
( 0명 )
[근무회사 및 모집부문]
* 근무회사: 독일계 글로벌 고정밀 지도 대표 기업
* 사업분야: 응용 소프트웨어 개발 및 공급업
* 모집부문: Map데이터 분석 및 업데이트
 [기업소개]
- 독일계 글로벌 고정밀 지도 대표 기업으로 지도를 필요로 하는 주요 자동차 기업(아우디, BMW), 통신 장비 기업(노키아)과 함께하는 응용 소프트웨어 개발 및 공급업 회사입니다. 한국 지사는 1998년에 설립되었습니다. 

(지원자에 한해 기업명 오픈됩니다.)
 [",
job/DE/sources/jobkorea/txt/b476aca8-4041-4562-b147-6163051b21fa.txt,"이런 업무를 해요
ㆍ Docker, Nginx, Django, Redis, Graphql, Celery 등으로 구성된 서버 시스템의 latency 와 throughput 을 관리하고 개선합니다.
ㆍ현재의 기술 스택을 분석 및 이해하고, 운영 관점에서 더 좋은 기술을 도입합니다.
ㆍAWS, GCP, Azure 등 클라우드 위에서 운영되는 Microservice 간의 관계를 이해하고, 성능 관점에서 최적화합니다.
ㆍ소프트웨어와 AI Model 의 안정적인 배포 프로세스를 설계, 구축, 관리 합니다.
ㆍ비즈니스 로직을 개발하는 엔지니어의 코드를 성능과 운영 관점에서 리뷰합니다.
ㆍ상용 운영 중인 서비스에서의 비즈니스 로직을 성능과 운영 관점에서 분석하고, 개선합니다.","이런 분들을 찾고 있어요
ㆍ학력 : 학력무관

OS
ㆍ최소 3년이상 Linux 환경에서 개발/운영 작업을 한 경험이 있어야 합니다.
ㆍLinux OS에 대한 이해가 충분해야 합니다.
ㆍLinux command / shell script 작성에 문제가 없어야 합니다.

네트웍 / DB
ㆍTCP 상태에 대해 이해하고 있어야 하며 관련된 kernel option을 이해하고 있어야 합니다.
ㆍ최소 1년 이상 웹서비스를 서빙하는 기술 stack에 대한 경험이 있어야 합니다.
ㆍ최소 1년 이상 rdb / nosql 을 이용한 서비스의 개발/운영에 대한 경험이 있어야 합니다. 설계부터 참여해서 개발/운영한 경험이 있으신 분을 우대합니다.

프로그래밍
ㆍ최소 3년 이상 개발 경험이 필요합니다.","이런 분이면 더 좋아요
ㆍnginx, postgres, mongodb, elasticsearch, python, java, linux container기술에 대한 충분한 이해가 있으면 좋습니다.
ㆍcloud service (aws, gcp, azure)에 대한 경험과 이해가 있으면 좋습니다.
ㆍ대용량 서비스를 개발 혹은 운영해본 경험이 있으신 분을 우대합니다.
ㆍdeep learning을 이용한 서비스를 개발 혹은 운영해본 경험이 있으면 좋습니다.
ㆍ자동화 테스트/배포 pipeline을 만들거나 운영해본 경험이 있으면 좋습니다."
job/DE/sources/jobkorea/txt/b52fb105-1cc9-4c55-893b-4b0dbd62f5ae.txt,"담당업무
ㆍ 공정/시장 품질 H/W 불량 분석 및 대책 수립
ㆍ 공정 회로 품질 모니터링 및 예측 분석","자격요건
제조 Engineer
( 0명 )","우대요건
ㆍ 6-Sigma 자격증 소지자 우대
ㆍ SAP SD/MM 모듈 사용 경험자"
job/DE/sources/jobkorea/txt/b5337e78-6b29-4140-acc3-800e3ef367b1.txt,,"지원자격
모집부문
직무
ㆍ안전 (안전기획 / 안전관리 등)",
job/DE/sources/jobkorea/txt/b54bbe7d-a70b-4c61-a639-32f12a9bd66b.txt,"담당업무
1. IoT Gateway 설치 사업장 현장지원
2. IoT Gateway 설치 사업장 견적 및 배출 시설 점검

스킬
ㆍ1종보통운전면허, 2종보통운전면허, PLC, 운전면허, 전기공사기사 자격, 전기기능사 자격, 전기기능장 자격, 전기기사 자격, 전기산업기사 자격, 전자기기기능사 자격","자격요건
IoT 장비 현장 설치
( ○명 )","우대사항
ㆍ인근거주자
ㆍ운전가능자
ㆍ유관업무 경험자(인턴·알바)
ㆍ관련 학과 전공자
ㆍ자격증 : 전기공사기능사, 전기기기기능사보, 전기기기산업기사
ㆍ전공 : 정보통신공학과, 전기전자공학과"
job/DE/sources/jobkorea/txt/b54ed238-6148-4d0a-91ea-a528d4ef26c8.txt,"담당업무
ㆍ AGI 솔루션 개발 및 최신 AI/ML 기술 연구 적용
ㆍ대규모 데이터셋 전처리, 분석 및 최적 학습 파이프라인 구축
ㆍAI 모델 성능 최적화 및 프로덕션 환경 배포/운영
ㆍ최신 AI/ML 연구 동향 분석 및 내부 기술 공유
ㆍ비즈니스 요구사항 분석 및 AI 솔루션 설계","자격요건
머신러닝 개발자
( 1명 )","우대사항
ㆍML/AI 관련 분야 석사/박사 학위 소지자
ㆍML/AI 관련 분야 3년 이상 경력
ㆍMLOps 파이프라인 구축 및 운영 경험
ㆍ대규모 AI 모델 학습 및 서비스 배포 경험
ㆍKubernetes, Docker 등 컨테이너 기반 서비스 운영 경험
ㆍ오픈소스 프로젝트 기여 경험
ㆍAWS, GCP, Azure 등 클라우드 환경에서의 AI 서비스 개발 경험 

혜택 및 복지
ㆍ출근시간 선택제 : 팀원과의 협의를 바탕으로, 자유롭게 출근시간을 선택할 수 있습니다.
ㆍ1인 1 법인카드 : 점심식비, 야간식비, 야근교통비, 특별지원비 등을 개인 법카로 해결합니다.
ㆍ교육훈련비, 도서구입비 : 금액에 상관없이 자유롭게 신청할 수 있습니다."
job/DE/sources/jobkorea/txt/b56380d9-918a-49d2-ae0e-279f559305de.txt,"담당업무 자격/우대 사항 모집인원
ERP 시스템 담당 UNIERP 시스템 운영/개발
(회계(FI), 인사(HR) 등)
[자격사항]
학력 : 초대졸 이상
경력 : 경력 3년 이상/해당직무 근무경험
[일반사항]
uniERP 회계관리(FI), 인사관리(HR) 개발 및 운영 경험자
DEV Tools : MS-SQL, C#.net, ASP.net, OZ-Report","자격요건
모집분야","우대사항]
uniERP 구축/운영 유경험자, MS-SQL, C# 개발가능자
컴퓨터공학과 등 IT 관련학과 전공자 우대
0 명
근무조건
근무형태 : 정규직(수습 : 3개월)"
job/DE/sources/jobkorea/txt/b57617a9-9073-4d7d-b9b0-88fec5037592.txt,"담당업무
ㆍ대규모 데이터셋을 기반으로 한 데이터 분석 및 알고리즘 모델링
ㆍLLM 등 최신 AI 기술을 활용한 데이터 처리 및 분석
ㆍ팀 리딩 및 프로젝트 관리
ㆍ비즈니스 목표 달성을 위한 분석 전략 수립 및 실행
ㆍ모델링을 통해 예측 분석, 최적화 솔루션 제공
ㆍ빅데이터 플랫폼 아키텍처 설계 및 구현

스킬
ㆍPython, SQL, NoSQL

핵심역량
ㆍ 계획성, 성취지향성, 성실성, 성장지향성, 창의성, 꼼꼼함","자격요건
빅데이터 분석 및 알고리즘 모델링
( ○명 )","우대사항
ㆍ통계분석·리서치 능숙자
ㆍ관련 학과 전공자
ㆍ관련 자격증 보유자
ㆍ데이터 엔지니어링 및 ETL 파이프라인 구축 경험
ㆍ에듀테크 분야의 데이터 분석 경험"
job/DE/sources/jobkorea/txt/b5cafb3c-90cf-473f-9073-7a2ffb965798.txt,"담당업무
ㆍ부동산관련 어플리케이션(Web, Window) 개발 및 운영유지보수
ㆍ부동산 관련 업무경력자 우대
ㆍ정부공공데이터 활용 업무경력자 우대

지원자격
ㆍ.Net (C#) 개발 경력 필수
ㆍ ASP.NET 개발 경력 필수
ㆍRDBMS (MSSQL, ORACLE, MARIA등) 개발 경력 필수

ㆍHTTP, TCP등 네트웍 통신 프로그램 경력 우대
ㆍRedis, ElasticSearch 등 오픈소스 개발 경력 우대.Net (C#) 개발경력","자격요건
전산개발
( ○명 )","우대사항
ㆍ인근거주자
ㆍ긍적적 사고와 적극적인 업무처리 능력을 가지신분
ㆍ프로그램 코딩이 재미있으신분
ㆍ내가 만든 프로그램에 자부심을 가지신분"
job/DE/sources/jobkorea/txt/b5f37608-f6d0-40a4-8211-54e10d73272f.txt,,"자격요건













      데이터 분석 및
      사업 기획 모집
       (신입 / 경력)
( 0명 )
▶ 자격요건
* AI 모델 연구 및 개발(Python)
ㆍ이미지, 텍스트 머신러닝/딥러닝 엔진 개선 및 Fine-tuning
ㆍPytorch, Keras, Tensorflow 등 라이브러리 활용 해 보신 분
ㆍ논문을 읽고 이해하며 구현할 수 있는 능력을 가지신 분
ㆍ오픈 소스 생성형 인공지능 (Generative AI) 개발 경험

* Big Data, 통계, 분석, 모델링, 시각화
ㆍ데이터 분석을 위한 프로그래밍 역량 (Python, R, SQL 등) 
ㆍ데이터 크롤링, EDA(Exploratory Data Analysis), 전처리 업무 숙련자
ㆍPandas 및 Numpy 등 라이브러리 활용하여 데이터 전처리 및 가공 가능하신 분
ㆍ텍스트마이닝을 위한 라이브러리 사용 가능자

* 데이터 분석 및 사업 기획에 관심이 있으신 분
ㆍPPT, 한글 작성에 능하신 분
ㆍ자기주도적 업무처리와 원활한 커뮤니케이션 능력을 지니신 분
ㆍ주어진 일에 대해 책임감이 강한 분
ㆍ꼼꼼한 성격의 소유자


▶","우대사항
ㆍ정부 또는 기관에서 진행하는 빅데이터 분석과정을 수료하거나 관련 공모전에서 수상한 경험이 있는 분
ㆍ데이터분석 관련 논문 또는 관련 교육 기관에서 진행한 포트폴리오가 있으신 분
ㆍ분석결과에 대한 명확한 의사소통 및 문서화 기술이 있으신 분
ㆍ상경계열, 사회과학계열, 수학/통계학
ㆍPytorch, Keras, Tensorflow 등 라이브러리 활용 해 보신 분
ㆍ분석 툴 사용 및 보고서 기획/작성 경험이 있는 분
ㆍ이미지 처리, NLP (머신러닝/딥러닝)에 경험이 있는 분 (경력/프로젝트 모두 포함)
ㆍ소셜빅데이터 분석을 해본 경험이 있는 분(경력/프로젝트 모두 포함)
ㆍ시각화 툴 사용 및 개발 경험이 있는 분
ㆍ데이터 분석 관련 자격증 보유하신 분
ㆍR, Python 등 언어를 활용한 데이터 정제, 분석, 모델링, 시각화 경험이 있으신 분
ㆍ데이터 기반 실험 및 모델을 실 서비스에 적용하고 개선하여 비즈니스 Insight를 창출해 본 경험이 있으신 분


▶ 지원자격
ㆍ경력 : 무관 (신입도 지원 가능)


▶ 복리후생
ㆍ눈치 보지 않고 연차 사용 가능
ㆍ생일, 경조사 휴가 제공
ㆍ명절 상여금 지급
ㆍ자유로운 복장
ㆍ아이스크림, 커피 등 간식 무제한 제공
ㆍ원하는 음악과 함께하는 밝은 근무 환경
ㆍ수평적인 조직 문화
ㆍ사내 스터디 활동 지원
ㆍ급한 이슈로 인한 야근 시 석식 제공 및 교통비 지원"
job/DE/sources/jobkorea/txt/b604af45-931c-47da-a2a8-9cd16a0274fa.txt,"담당업무
 - Video/Image 등 Vision 분야 AI 기술 개발
 - 실시간 처리 Vision AI 기술 개발
 - 전체 AI MLOps 시스템 설계, 개발 및 관리
 - On-Device AI 기술 개발 (Nvidia Jetson Nano, Orin NX, etc.)","자격요건
 - AI관련 전공 4년제 이상 또는 석사급 이상
 - 경력 2년 이상
 - Pytorch, Tensorflow, ONNX, TensorRT 경험이 있으신 분
 - C/C++, Python에 능통하신 분
 - AI 기술을 Backend API화하여 시스템 또는 서비스를 개발해본 경험이 있으신 분
 - 포트폴리오 제출 필수(본인 기여도 / 퇴직사유/ 희망연봉 명시)",
job/DE/sources/jobkorea/txt/b620d858-fcd6-4408-943d-a24caf65f47c.txt,"담당 업무 
ㆍAI Team 리딩 
ㆍ음성인식 모델 연구/개발
ㆍ자연어 처리(NLP) 기술 연구/개발
ㆍ음성인식 및 자연어 처리(NLP) 응용 기술 연구/개발","자격 요건
ㆍ학사 이상
ㆍAI 연구/개발 관련 경력 8년 이상 보유자
ㆍ팀 리딩 경력 3년 이상 보유자
ㆍ딥러닝 및 기계 학습 기술에 대한 이해와 경험 보유자
ㆍC/C++, Python 등 프로그래밍 언어 사용 가능자","우대 사항
ㆍ음성인식 및 자연어처리(NLP) 포함 유관분야 석사 이상
ㆍ음성인식 및 자연어처리(NLP) 포함 유관분야 경력 6년 이상
ㆍTop-tier 주요 학회 또는 SCI급 저널 저자
ㆍ업계 표준 및 도구에 대한 지식과 경험 보유자(TensorFlow, PyTorch 등)"
job/DE/sources/jobkorea/txt/b648d7e0-902b-438b-afeb-117a0dc503bf.txt,"이런 업무를 해요
[이런 업무를 담당합니다]
ㆍ전사 DataLake 구축/관리
ㆍ로그 수집 및 전달 데이터 파이프라인 구축/관리
ㆍ사내 분석데이터 및 데이터 프로덕트 개발을 위한 시스템 구축/관리","이런 분들을 찾고 있어요
ㆍ학력 : 학력무관
[이런 역량을 갖춘 분을 찾습니다]
ㆍ데이터 엔지니어링 경력이 4년 이상의 경력을 보유하신 분
ㆍPython, Java, Shell 등에 대해 능숙하게 다룰 수 있는 언어가 하나 이상이신 분
ㆍ대용량 데이터 분산처리 및 파이프라이닝 경험이나 지식이 있으신 분
ㆍ클라우드 기반 빅데이터 개발 및 운영 경험이 있으신 분
ㆍAirflow 또는 ArgoCD 등의 오케스트레이션 툴을 다뤄본 경험이 있으신 분","이런 분이면 더 좋아요
[이런 역량이 있으면 더욱 좋습니다]
ㆍDocker, Kubernetes 환경에서 개발 경험이 있으신 분
ㆍ데이터 파이프라인 설계 및 구축 경험이 있으신 분
ㆍ다양한 환경/기술에 거부감이 없으신 분
ㆍ타 조직과의 협업 경험 및 유연한 커뮤니케이션 능력을 보유하신 분"
job/DE/sources/jobkorea/txt/b66fd1f4-c412-43ae-a1b3-28bc62e9ee0a.txt,"이런 업무를 해요
ㆍ기초 통계분석 및 머신러닝 모델링
ㆍ비즈니스 이슈 및 데이터 수집
ㆍ분석을 통한 인사이트 발굴
ㆍ데이터 파이프라인 및 데이터처리
ㆍ의료 EHR, PHR 데이터 분석 업무","이런 분들을 찾고 있어요
ㆍ학력 : 대졸이상
ㆍ분석업무를 리딩하면서 진행한 경험자
ㆍ기계학습, 딥러닝 모델 개발자
ㆍ마이데이터를 기반으로 한 서비스 개발
ㆍ주도적으로 일 관리가 가능하신 분","이런 분이면 더 좋아요
ㆍ석/박사 우대
ㆍLLM 언어모델에 관심 있는 분
ㆍ생성형 AI의 프롬프트 엔지니어링, 파인튜닝, RAG 경험자 우대
ㆍ의료분야 데이터를 분석한 경험이 있으신 분
ㆍ인공지능분야에서의 연구 및 실무경험
ㆍHadoop 기반 빅데이터 플랫폼을 활용하여 개발한 경험이 있으신 분
ㆍ엔지니어링 업무 경험이 있으신 분

[관련 기사]
1) 만성 건강질환 관리' 파밀리데이터, 'K-바이오헬스' 대상 수상
https://news.mt.co.kr/mtview.php?no=2024022017170171256

2) 질환 체크-생활습관 제안까지… ‘올인원’ 서비스 출시( www.familium.co.kr)
https://www.donga.com/news/Economy/article/all/20240323/124118382/1

3) 月3000원만 내도 만성질환 상시검진 받을 수 있죠
https://www.mk.co.kr/news/economy/10845656
B2B서비스를 지난 2023년 10월에 오픈 디지털헬스케어 전문업체로 사업영역을 확대하였습니다.

4) 파밀리데이터, 4차 산업 통한 지능화된 서비스로 근로자의 건강 지키다
https://digitalchosun.dizzo.com/site/data/html_dir/2023/06/07/2023060780193.html"
job/DE/sources/jobkorea/txt/b705d9a0-9ea6-4f99-8a1f-5f3895e769f7.txt,"이런 업무를 해요
ㆍPLC 프로그램 설계 및 개발
ㆍSCADA 활용 PC 제어 설계 및 개발
ㆍ로봇 자동화 설비 제어시스템 구축
ㆍ현장설치 및 시운전
ㆍ자동화설비 전장설계, 전장관리

[PLC List (택1)]
ㆍMITSUBISHI, AB, SIEMENS","이런 분들을 찾고 있어요
ㆍ학력 : 초대졸이상
ㆍ서보, 직교로봇 제어 가능자
ㆍ국내 출장 가능자
ㆍ운전가능자 (면허 필수)","이런 분이면 더 좋아요
ㆍ자동화 설비 관련 자격증 보유자
ㆍ전기, 전자, 메카트로닉스 전공자
ㆍPC제어 (C#, C++) 경험자 우대"
job/DE/sources/jobkorea/txt/b71d8c0b-49a6-467f-9294-fa0afc178db7.txt,"담당업무
ㆍ상세내용을 입력하세요
ㆍ상세내용을 입력하세요

스킬
ㆍJAVA, MySQL, Spring Boot, Linux","자격요건
IoT 백엔드 클라우드 SW 개발연구원 모집
( ○명 )","우대사항
ㆍ전공 : 컴퓨터공학과, 물리학과, 수학"
job/DE/sources/jobkorea/txt/b73a8267-9715-48e1-bfb6-ad3dc99d6dfa.txt,담당업무,"자격요건 모집인원
IT Helpdesk
- 사내 IT 시스템 유지보수

- PC/NW 기술지원, 장애처리  

- 전산운영

- 학력 :고졸 이상
- 경력: 경력무관

[","우대사항]
- 컴퓨터활용능력 우수자
- 유관업무 경험자

○명
서류전형
1차면접
최종합격
입사
- 근무형태 : 정규직
-"
job/DE/sources/jobkorea/txt/b7495529-7cc8-4b8b-aa2f-8b99a9671625.txt,"담당업무
ㆍ상세내용을 입력하세요
ㆍ상세내용을 입력하세요

핵심역량
ㆍ 성실성, 계획성, 성취지향성, 꼼꼼함, 스트레스관리, 윤리의식","자격요건
TA
( 1명 )","우대사항
ㆍ유관업무 경력자 (10년)
ㆍ영어가능자
ㆍ독일어가능자"
